Datum,Zaehlerstand
27.10.2019,968
28.10.2019,3109
29.10.2019,3403
30.10.2019,3184
31.10.2019,3006
01.11.2019,596
02.11.2019,867
03.11.2019,887
04.11.2019,2618
05.11.2019,2715
06.11.2019,1994
07.11.2019,2686
08.11.2019,2872
09.11.2019,1165
10.11.2019,991
11.11.2019,2190
12.11.2019,2433
13.11.2019,2647
14.11.2019,2784
15.11.2019,2493
16.11.2019,985
17.11.2019,688
18.11.2019,1485
19.11.2019,2189
20.11.2019,2793
21.11.2019,2645
22.11.2019,2266
23.11.2019,936
24.11.2019,998
25.11.2019,2596
26.11.2019,2750
27.11.2019,2378
28.11.2019,1990
29.11.2019,2197
30.11.2019,972
01.12.2019,682
02.12.2019,2195
03.12.2019,2416
04.12.2019,2667
05.12.2019,2565
06.12.2019,1424
07.12.2019,718
08.12.2019,656
09.12.2019,1970
10.12.2019,2487
11.12.2019,1424
12.12.2019,2363
13.12.2019,1264
14.12.2019,540
15.12.2019,682
16.12.2019,2095
17.12.2019,2643
18.12.2019,2565
19.12.2019,2594
20.12.2019,1779
21.12.2019,838
22.12.2019,485
23.12.2019,936
24.12.2019,328
25.12.2019,282
26.12.2019,458
27.12.2019,925
28.12.2019,640
29.12.2019,572
30.12.2019,1143
31.12.2019,472
01.01.2020,454
02.01.2020,1378
03.01.2020,1168
04.01.2020,679
05.01.2020,675
06.01.2020,2441
07.01.2020,2681
08.01.2020,2366
09.01.2020,1800
10.01.2020,1605
11.01.2020,995
12.01.2020,917
13.01.2020,2835
14.01.2020,2726
15.01.2020,2972
16.01.2020,3204
17.01.2020,2315
18.01.2020,935
19.01.2020,875
20.01.2020,2661
21.01.2020,2221
22.01.2020,2375
23.01.2020,2573
24.01.2020,2175
25.01.2020,810
26.01.2020,1001
27.01.2020,2027
28.01.2020,1963
29.01.2020,2333
30.01.2020,2624
31.01.2020,2428
01.02.2020,594
02.02.2020,650
03.02.2020,2400
04.02.2020,2139
05.02.2020,2903
06.02.2020,2864
07.02.2020,2493
08.02.2020,903
09.02.2020,570
10.02.2020,754
11.02.2020,1908
12.02.2020,2270
13.02.2020,2079
14.02.2020,2096
15.02.2020,1160
16.02.2020,850
17.02.2020,2627
18.02.2020,2564
19.02.2020,2484
20.02.2020,1204
21.02.2020,1493
22.02.2020,566
23.02.2020,248
24.02.2020,431
25.02.2020,1434
26.02.2020,1223
27.02.2020,1581
28.02.2020,1880
29.02.2020,780
01.03.2020,763
02.03.2020,2023
03.03.2020,2526
04.03.2020,2414
05.03.2020,2011
06.03.2020,1511
07.03.2020,989
08.03.2020,822
09.03.2020,2467
10.03.2020,1958
11.03.2020,1722
12.03.2020,2452
13.03.2020,2140
14.03.2020,1145
15.03.2020,1341
16.03.2020,2899
17.03.2020,2814
18.03.2020,2608
19.03.2020,2265
20.03.2020,1607
21.03.2020,1009
22.03.2020,1043
23.03.2020,1848
24.03.2020,1917
25.03.2020,2113
26.03.2020,2121
27.03.2020,2164
28.03.2020,1729
29.03.2020,484
30.03.2020,1719
31.03.2020,2155
01.04.2020,2357
02.04.2020,2107
03.04.2020,1685
04.04.2020,1617
05.04.2020,1995
06.04.2020,2691
07.04.2020,2759
08.04.2020,2995
09.04.2020,2895
10.04.2020,2194
11.04.2020,2175
12.04.2020,2394
13.04.2020,1064
